Primary Type,Description,Arrest,Beat,Community Area,,
THEFT,FROM BUILDING,FALSE,1434,22,,
THEFT,FROM BUILDING,FALSE,1632,17,,
THEFT,FROM BUILDING,FALSE,123,32,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1411,21,,
THEFT,$500 AND UNDER,FALSE,1034,30,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1231,28,,
ASSAULT,SIMPLE,FALSE,532,53,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1922,6,,
ROBBERY,ARMED: HANDGUN,FALSE,1513,25,,
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,FALSE,933,61,,
CRIMINAL TRESPASS,TO VEHICLE,TRUE,2233,49,,
THEFT,RETAIL THEFT,FALSE,1833,8,,
BATTERY,SIMPLE,TRUE,224,38,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1623,11,,
ASSAULT,SIMPLE,FALSE,331,43,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TRUE,411,45,,
ASSAULT,SIMPLE,FALSE,1522,25,,
NARCOTICS,POSS: CRACK,TRUE,1131,26,,
NARCOTICS,MANU/DELIVER: HEROIN (WHITE),TRUE,1121,23,,
BATTERY,SIMPLE,FALSE,2422,1,,
BATTERY,SIMPLE,FALSE,1013,30,,
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,FALSE,524,53,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,511,49,,
THEFT,FROM BUILDING,FALSE,2023,77,,
THEFT,FROM BUILDING,FALSE,414,46,,
ROBBERY,ARMED: HANDGUN,FALSE,1034,30,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,811,56,,
THEFT,$500 AND UNDER,FALSE,2012,77,,
BURGLARY,FORCIBLE ENTRY,FALSE,723,68,,
THEFT,FROM BUILDING,FALSE,2411,2,,
THEFT,$500 AND UNDER,FALSE,613,71,,
BATTERY,SIMPLE,FALSE,715,67,,
OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,TRUE,313,42,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1133,29,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1925,6,,
NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,TRUE,624,69,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1114,26,,
THEFT,OVER $500,FALSE,1215,28,,
ASSAULT,SIMPLE,FALSE,725,67,,
ROBBERY,ARMED: HANDGUN,FALSE,1022,29,,
BATTERY,AGGRAVATED OF A SENIOR CITIZEN,FALSE,1225,28,,
ASSAULT,AGGRAVATED: HANDGUN,TRUE,1031,30,,
THEFT,$500 AND UNDER,FALSE,731,69,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,712,68,,
THEFT,$500 AND UNDER,FALSE,532,53,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,614,71,,
BATTERY,SIMPLE,FALSE,1532,25,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,FALSE,1111,23,,
THEFT,RETAIL THEFT,TRUE,513,50,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,2512,18,,
THEFT,FROM BUILDING,FALSE,2033,3,,
THEFT,OVER $500,FALSE,1923,6,,
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,FALSE,511,49,,
ASSAULT,SIMPLE,TRUE,821,58,,
THEFT,FROM BUILDING,FALSE,123,32,,
ROBBERY,AGGRAVATED VEHICULAR HIJACKING,FALSE,612,71,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,412,46,,
THEFT,OVER $500,FALSE,2212,75,,
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,FALSE,813,64,,
DECEPTIVE PRACTICE,FORGERY,FALSE,2211,74,,
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,FALSE,935,61,,
MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",FALSE,214,38,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,213,38,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,421,43,,
THEFT,RETAIL THEFT,FALSE,2223,73,,
CRIMINAL DAMAGE,TO PROPERTY,TRUE,825,66,,
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,TRUE,1132,29,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1532,25,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,735,67,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,914,34,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1512,25,,
ASSAULT,SIMPLE,FALSE,2223,73,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,2515,19,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1533,25,,
INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,TRUE,631,44,,
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,FALSE,932,61,,
THEFT,$500 AND UNDER,FALSE,1014,29,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,1522,25,,
ASSAULT,SIMPLE,FALSE,312,42,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,831,66,,
SEX OFFENSE,PUBLIC INDECENCY,FALSE,234,41,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1914,3,,
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,FALSE,1111,23,,
SEX OFFENSE,CRIMINAL SEXUAL ABUSE,FALSE,513,49,,
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,FALSE,1523,25,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,634,49,,
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,FALSE,1014,29,,
ROBBERY,ARMED: HANDGUN,FALSE,624,69,,
OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,FALSE,1522,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,423,46,,
BURGLARY,FORCIBLE ENTRY,FALSE,913,60,,
THEFT,$500 AND UNDER,FALSE,2213,73,,
THEFT,RETAIL THEFT,FALSE,513,49,,
THEFT,FROM BUILDING,FALSE,1832,8,,
BURGLARY,UNLAWFUL ENTRY,FALSE,1813,7,,
THEFT,$500 AND UNDER,FALSE,1115,26,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,433,52,,
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,FALSE,1424,24,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,513,49,,
ASSAULT,AGGRAVATED: HANDGUN,FALSE,2223,73,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1914,3,,
BURGLARY,FORCIBLE ENTRY,FALSE,1732,21,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2433,77,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1621,12,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1014,29,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,TRUE,712,68,,
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,FALSE,511,49,,
THEFT,OVER $500,FALSE,611,71,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1513,25,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,622,71,,
DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,FALSE,211,35,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1131,26,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,933,61,,
BATTERY,SIMPLE,FALSE,1833,8,,
BURGLARY,FORCIBLE ENTRY,FALSE,931,61,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1122,23,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TRUE,924,61,,
ROBBERY,ARMED: HANDGUN,FALSE,1231,28,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1113,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,814,56,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,632,44,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1212,24,,
BURGLARY,FORCIBLE ENTRY,FALSE,121,28,,
THEFT,FROM BUILDING,FALSE,1911,5,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,223,38,,
ASSAULT,AGGRAVATED: HANDGUN,FALSE,1413,22,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,323,69,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,814,56,,
BATTERY,SIMPLE,FALSE,1124,27,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1433,24,,
BURGLARY,FORCIBLE ENTRY,FALSE,823,66,,
THEFT,ATTEMPT THEFT,FALSE,1932,7,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,223,38,,
THEFT,RETAIL THEFT,FALSE,2523,21,,
CRIMINAL TRESPASS,TO LAND,FALSE,1834,8,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,FALSE,433,52,,
BATTERY,AGGRAVATED: OTHER DANG WEAPON,FALSE,321,69,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,113,32,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,734,67,,
BATTERY,SIMPLE,FALSE,1913,3,,
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,FALSE,822,63,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1022,30,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,421,43,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,822,63,,
THEFT,$500 AND UNDER,FALSE,722,68,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,834,70,,
BATTERY,SIMPLE,FALSE,634,44,,
ASSAULT,AGGRAVATED: HANDGUN,FALSE,513,49,,
BURGLARY,UNLAWFUL ENTRY,FALSE,1732,16,,
ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,FALSE,1922,6,,
ASSAULT,AGGRAVATED: HANDGUN,FALSE,732,68,,
BATTERY,SIMPLE,FALSE,834,70,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,1031,30,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,614,71,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,2013,77,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1824,8,,
BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,FALSE,1925,6,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,823,66,,
THEFT,FROM BUILDING,FALSE,1923,6,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,323,69,,
BURGLARY,UNLAWFUL ENTRY,FALSE,1832,8,,
THEFT,$500 AND UNDER,FALSE,1512,25,,
LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,TRUE,1233,31,,
ARSON,BY FIRE,FALSE,831,66,,
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,FALSE,824,63,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,1022,29,,
ROBBERY,ARMED: HANDGUN,FALSE,621,71,,
ASSAULT,SIMPLE,TRUE,1131,25,,
PROSTITUTION,SOLICIT ON PUBLIC WAY,TRUE,1113,25,,
ARSON,POS: EXPLOSIVE/INCENDIARY DEV,FALSE,1222,28,,
PROSTITUTION,SOLICIT ON PUBLIC WAY,TRUE,1113,26,,
BATTERY,SIMPLE,FALSE,1932,7,,
THEFT,FROM BUILDING,FALSE,914,34,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,735,67,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,1133,26,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,714,67,,
OTHER OFFENSE,LICENSE VIOLATION,FALSE,1131,26,,
THEFT,PURSE-SNATCHING,FALSE,614,71,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,422,46,,
THEFT,FROM BUILDING,FALSE,1924,6,,
BATTERY,SIMPLE,FALSE,831,66,,
ROBBERY,ARMED: HANDGUN,FALSE,631,44,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1924,6,,
THEFT,FROM BUILDING,FALSE,1432,22,,
ROBBERY,ARMED: HANDGUN,FALSE,331,43,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1511,25,,
THEFT,$500 AND UNDER,FALSE,1831,8,,
THEFT,$500 AND UNDER,FALSE,2533,25,,
BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,FALSE,1832,8,,
ASSAULT,SIMPLE,FALSE,934,61,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,811,56,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1232,28,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,414,43,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1915,3,,
NARCOTICS,POSS: PCP,TRUE,713,67,,
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,FALSE,1221,24,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,914,34,,
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,TRUE,2413,2,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,1134,27,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,1522,25,,
ROBBERY,ARMED: HANDGUN,FALSE,1211,24,,
BURGLARY,ATTEMPT FORCIBLE ENTRY,FALSE,511,49,,
THEFT,FROM BUILDING,FALSE,1812,7,,
THEFT,OVER $500,FALSE,2521,20,,
BURGLARY,UNLAWFUL ENTRY,FALSE,1821,8,,
BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,FALSE,421,43,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,321,42,,
ROBBERY,ARMED: OTHER DANGEROUS WEAPON,FALSE,1135,27,,
BATTERY,AGGRAVATED OF A SENIOR CITIZEN,TRUE,614,71,,
THEFT,$500 AND UNDER,FALSE,533,54,,
BATTERY,SIMPLE,TRUE,1215,24,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1121,23,,
ROBBERY,ARMED: HANDGUN,FALSE,1924,6,,
THEFT,$500 AND UNDER,FALSE,1135,28,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1622,11,,
SEX OFFENSE,CRIMINAL SEXUAL ABUSE,FALSE,2532,25,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1135,29,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,512,49,,
MOTOR VEHICLE THEFT,AUTOMOBILE,TRUE,612,71,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,324,43,,
HOMICIDE,FIRST DEGREE MURDER,FALSE,1022,29,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,214,38,,
SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,FALSE,831,66,,
ASSAULT,AGG PO HANDS NO/MIN INJURY,FALSE,633,44,,
ASSAULT,AGG PO HANDS NO/MIN INJURY,TRUE,1111,23,,
THEFT,$500 AND UNDER,FALSE,731,69,,
OTHER OFFENSE,OTHER VEHICLE OFFENSE,TRUE,634,49,,
ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,FALSE,2515,19,,
OTHER OFFENSE,PAROLE VIOLATION,TRUE,422,46,,
ROBBERY,ARMED: HANDGUN,FALSE,1223,28,,
PROSTITUTION,SOLICIT ON PUBLIC WAY,TRUE,1131,25,,
BATTERY,SIMPLE,FALSE,822,62,,
BURGLARY,UNLAWFUL ENTRY,FALSE,1824,8,,
BATTERY,SIMPLE,FALSE,332,43,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,2512,19,,
BURGLARY,HOME INVASION,FALSE,213,38,,
OTHER OFFENSE,PAROLE VIOLATION,TRUE,735,67,,
BURGLARY,ATTEMPT FORCIBLE ENTRY,FALSE,1924,6,,
THEFT,$500 AND UNDER,FALSE,1231,28,,
THEFT,$500 AND UNDER,FALSE,1622,15,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,821,63,,
THEFT,$500 AND UNDER,FALSE,834,70,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1924,6,,
BURGLARY,HOME INVASION,FALSE,1923,6,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1114,26,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,2525,20,,
BURGLARY,UNLAWFUL ENTRY,FALSE,831,66,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,112,32,,
BURGLARY,UNLAWFUL ENTRY,FALSE,923,63,,
PROSTITUTION,SOLICIT ON PUBLIC WAY,TRUE,1131,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,513,49,,
THEFT,FROM BUILDING,FALSE,1414,22,,
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,FALSE,1413,22,,
ASSAULT,PRO EMP HANDS NO/MIN INJURY,TRUE,225,37,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,923,63,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,834,70,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1032,30,,
ASSAULT,SIMPLE,FALSE,413,48,,
BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,FALSE,1112,23,,
ASSAULT,SIMPLE,FALSE,522,53,,
WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,TRUE,1012,29,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1112,23,,
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,FALSE,1434,24,,
THEFT,$500 AND UNDER,FALSE,1811,7,,
THEFT,$500 AND UNDER,FALSE,1423,24,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,915,34,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1933,6,,
ROBBERY,ARMED: OTHER DANGEROUS WEAPON,FALSE,1821,8,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,624,44,,
ROBBERY,ARMED: HANDGUN,FALSE,822,63,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1522,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,422,46,,
THEFT,FROM BUILDING,FALSE,1832,8,,
ROBBERY,AGGRAVATED,FALSE,811,56,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,523,53,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,2233,75,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1421,22,,
THEFT,$500 AND UNDER,FALSE,1113,26,,
THEFT,$500 AND UNDER,FALSE,631,44,,
THEFT,OVER $500,FALSE,2515,19,,
NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,TRUE,1533,25,,
BATTERY,AGGRAVATED: OTHER DANG WEAPON,FALSE,2511,18,,
THEFT,$500 AND UNDER,TRUE,1512,25,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,532,53,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,733,68,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,614,71,,
BATTERY,AGGRAVATED: OTHER DANG WEAPON,FALSE,225,40,,
BATTERY,SIMPLE,FALSE,1832,8,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1433,24,,
THEFT,$500 AND UNDER,FALSE,931,61,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,2422,1,,
BURGLARY,UNLAWFUL ENTRY,FALSE,1634,15,,
BATTERY,SIMPLE,FALSE,1112,23,,
BURGLARY,UNLAWFUL ENTRY,FALSE,1833,8,,
CRIMINAL TRESPASS,TO LAND,TRUE,1632,17,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,921,58,,
THEFT,OVER $500,FALSE,1411,22,,
THEFT,$500 AND UNDER,FALSE,2211,72,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1411,22,,
PROSTITUTION,SOLICIT ON PUBLIC WAY,TRUE,1131,25,,
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,TRUE,1922,6,,
PROSTITUTION,SOLICIT ON PUBLIC WAY,TRUE,1131,29,,
ROBBERY,ARMED: HANDGUN,FALSE,821,58,,
INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,TRUE,1121,23,,
OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,TRUE,1524,25,,
HOMICIDE,FIRST DEGREE MURDER,FALSE,2521,20,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,533,54,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,922,58,,
ROBBERY,ARMED: HANDGUN,FALSE,1231,28,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,513,49,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,713,67,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,313,42,,
NARCOTICS,POSS: SYNTHETIC DRUGS,TRUE,723,68,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1021,29,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,424,46,,
ROBBERY,ARMED: HANDGUN,FALSE,334,43,,
ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,FALSE,1211,23,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,824,63,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,2413,2,,
THEFT,$500 AND UNDER,FALSE,1924,6,,
ARSON,BY FIRE,FALSE,912,59,,
ROBBERY,ARMED: HANDGUN,FALSE,735,67,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1532,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,722,68,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1922,6,,
THEFT,RETAIL THEFT,TRUE,2024,3,,
THEFT,OVER $500,FALSE,1911,5,,
THEFT,RETAIL THEFT,FALSE,612,71,,
OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,TRUE,411,69,,
ASSAULT,AGGRAVATED: HANDGUN,FALSE,2233,49,,
THEFT,$500 AND UNDER,FALSE,725,67,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,331,43,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,523,53,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1034,31,,
OTHER OFFENSE,PAROLE VIOLATION,FALSE,2535,23,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1924,6,,
THEFT,RETAIL THEFT,FALSE,124,28,,
HOMICIDE,FIRST DEGREE MURDER,FALSE,831,66,,
BATTERY,AGG PO HANDS NO/MIN INJURY,TRUE,324,43,,
BURGLARY,FORCIBLE ENTRY,FALSE,2431,1,,
ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,FALSE,1924,6,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,2514,19,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1924,6,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,823,66,,
THEFT,$500 AND UNDER,FALSE,1135,28,,
THEFT,$500 AND UNDER,FALSE,1224,28,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,811,56,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,925,37,,
CRIMINAL TRESPASS,TO LAND,TRUE,912,59,,
ROBBERY,ARMED: HANDGUN,FALSE,1031,30,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TRUE,2535,23,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2413,2,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1724,14,,
THEFT,OVER $500,FALSE,1432,22,,
THEFT,PURSE-SNATCHING,FALSE,1134,27,,
CRIMINAL DAMAGE,TO VEHICLE,TRUE,1823,8,,
BATTERY,SIMPLE,FALSE,725,67,,
NARCOTICS,POSS: CRACK,TRUE,1115,26,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2012,4,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,2533,25,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,524,53,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,2512,19,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1132,26,,
NARCOTICS,MANU/DELIVER:CRACK,TRUE,1122,26,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,1013,29,,
BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,TRUE,1124,27,,
THEFT,$500 AND UNDER,FALSE,1923,6,,
THEFT,OVER $500,FALSE,414,43,,
BATTERY,AGGRAVATED: OTHER DANG WEAPON,FALSE,1832,8,,
NARCOTICS,POSS: PCP,TRUE,1024,29,,
THEFT,OVER $500,TRUE,1934,6,,
ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,FALSE,1032,30,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,712,68,,
ROBBERY,ARMED: HANDGUN,FALSE,1222,27,,
BATTERY,PRO EMP HANDS NO/MIN INJURY,TRUE,1133,29,,
NARCOTICS,POSS: CRACK,TRUE,1014,29,,
BATTERY,SIMPLE,FALSE,732,68,,
BURGLARY,FORCIBLE ENTRY,FALSE,831,66,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,421,43,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,724,68,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,833,65,,
BATTERY,SIMPLE,FALSE,835,66,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1125,28,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1034,31,,
WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,FALSE,532,53,,
THEFT,$500 AND UNDER,FALSE,1814,7,,
THEFT,$500 AND UNDER,FALSE,1114,26,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1225,28,,
THEFT,FROM BUILDING,FALSE,1224,28,,
OTHER OFFENSE,OTHER VEHICLE OFFENSE,FALSE,624,69,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1115,26,,
THEFT,RETAIL THEFT,TRUE,1223,28,,
THEFT,$500 AND UNDER,FALSE,1613,10,,
BATTERY,SIMPLE,FALSE,613,71,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,332,43,,
HOMICIDE,FIRST DEGREE MURDER,FALSE,1912,5,,
THEFT,FROM BUILDING,FALSE,111,32,,
BURGLARY,FORCIBLE ENTRY,FALSE,632,44,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,434,51,,
ROBBERY,ARMED: HANDGUN,FALSE,822,63,,
ARSON,BY FIRE,FALSE,1111,25,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,634,44,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,235,41,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1432,22,,
ASSAULT,AGGRAVATED: HANDGUN,FALSE,1433,24,,
ROBBERY,ARMED: HANDGUN,FALSE,332,43,,
THEFT,FROM BUILDING,FALSE,1014,29,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1011,29,,
THEFT,OVER $500,FALSE,1935,7,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,726,67,,
THEFT,RETAIL THEFT,TRUE,332,43,,
NARCOTICS,MANU/DELIVER: HEROIN (WHITE),TRUE,1113,26,,
BATTERY,SIMPLE,TRUE,2533,25,,
BURGLARY,FORCIBLE ENTRY,FALSE,423,46,,
